company_type,company_field,company_id,city_new,job_id,job_type,salary_bottom,salary_top,year_normal,job_created_year,job_created_month
НИИ/Университет,Биоинформатика,17,Москва и МО,4446,Биотехнолог,100000,200000,2022,2022,10
НИИ/Университет,Медицина,91,Москва и МО,4442,Научный сотрудник,30000,40000,2022,2022,10
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4441,Научный сотрудник,100000,120000,2022,2022,10
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4440,Биоинформатик,70000,90000,2022,2022,10
НИИ/Университет,Медицина,41,Москва и МО,4439,Руководитель группы/отдела/лаборатории,100000,200000,2022,2022,10
НИИ/Университет,Медицина,41,Москва и МО,4438,Научный сотрудник,50000,90000,2022,2022,10
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4436,Научный сотрудник,70000,150000,2022,2022,10
НИИ/Университет,Биоинформатика,NA,Москва и МО,4435,Менеджер проектов/продукта,100000,200000,2022,2022,10
НИИ/Университет,Медицина,92,Москва и МО,4432,Аналитик данных,80000,120000,2022,2022,10
НИИ/Университет,Медицина,60,Москва и МО,4428,Научный сотрудник,60000,80000,2022,2022,10
НИИ/Университет,Фармакология,3,Санкт-Петербург,4426,Менеджер по регистрации,65000,75000,2022,2022,10
Рос. компания > 100,Агрономия и пищевая промышленность,6,Москва и МО,4425,Лаборант,72000,72000,2022,2022,10
НИИ/Университет,Медицина,84,Москва и МО,4423,Молекулярный биолог,80000,100000,2022,2022,10
Другое,Генная инженерия/Молбиол и др,93,Другие города,4421,Молекулярный биолог,35000,55000,2022,2022,10
Poc. компания 10-100,Биоинформатика,39,Другие города,4420,Научный сотрудник,50000,80000,2022,2022,10
Poc. компания 10-100,Биоинформатика,39,Другие города,4419,Научный сотрудник,50000,80000,2022,2022,10
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,74,Москва и МО,4418,Микробиолог,80000,120000,2022,2022,10
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,74,Москва и МО,4417,Молекулярный биолог,80000,120000,2022,2022,10
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,74,Москва и МО,4416,Молекулярный биолог,80000,120000,2022,2022,10
НИИ/Университет,Генная инженерия/Молбиол и др,7,Москва и МО,4514,Научный сотрудник,40000,60000,2022,2022,11
НИИ/Университет,Генная инженерия/Молбиол и др,62,Москва и МО,4513,Молекулярный биолог,60000,90000,2022,2022,11
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,74,Москва и МО,4511,Молекулярный биолог,75000,140000,2022,2022,11
НИИ/Университет,Генная инженерия/Молбиол и др,62,Москва и МО,4510,Научный сотрудник,40000,90000,2022,2022,11
НИИ/Университет,Биоинформатика,94,Москва и МО,4509,Лаборант,60000,75000,2022,2022,11
НИИ/Университет,Генная инженерия/Молбиол и др,95,Другие города,4508,Научный сотрудник,80000,80000,2022,2022,11
Рос. компания > 100,Фармакология,96,Москва и МО,4506,Менеджер по регистрации,150000,150000,2022,2022,11
Рос. компания > 100,Фармакология,96,Москва и МО,4505,Биотехнолог,120000,160000,2022,2022,11
Рос. компания > 100,Фармакология,96,Москва и МО,4504,Химик,120000,160000,2022,2022,11
Poc. компания 10-100,Биотехнологии,58,Москва и МО,4495,Молекулярный биолог,30000,70000,2022,2022,11
Рос. компания > 100,Фармакология,97,Москва и МО,4494,Научный сотрудник,90000,160000,2022,2022,11
Poc. компания 10-100,Биоинформатика,42,Другие города,4488,Аналитик данных,60000,150000,2022,2022,11
Poc. компания < 10/стартап,Другое,98,Москва и МО,4486,Менеджер по продажам,150000,200000,2022,2022,11
Клиническая лаборатория,Медицина,77,Москва и МО,4481,"Администратор, ассистент",70000,90000,2022,2022,11
Мед. учреждение,Медицина,2,Москва и МО,4480,Научный сотрудник,40000,70000,2022,2022,11
Poc. компания 10-100,Биоинформатика,99,Москва и МО,4478,Научный сотрудник,70000,130000,2022,2022,11
Poc. компания < 10/стартап,Образование,71,Москва и МО,4476,Менеджер по продажам,100000,100000,2022,2022,11
Рос. компания > 100,Фармакология,32,Санкт-Петербург,4474,Научный сотрудник,90000,100000,2022,2022,11
Рос. компания > 100,Фармакология,32,Санкт-Петербург,4473,Научный сотрудник,90000,110000,2022,2022,11
НИИ/Университет,Генная инженерия/Молбиол и др,100,Другие города,4538,Научный сотрудник,200000,200000,2022,2022,12
НИИ/Университет,Генная инженерия/Молбиол и др,101,Москва и МО,4536,Молекулярный биолог,70000,80000,2022,2022,12
Poc. компания 10-100,Генная инженерия/Молбиол и др,53,Москва и МО,4534,Молекулярный биолог,120000,200000,2022,2022,12
НИИ/Университет,Медицина,102,Москва и МО,4533,Лаборант,70000,120000,2022,2022,12
НИИ/Университет,Генная инженерия/Молбиол и др,7,Москва и МО,4532,Научный сотрудник,40000,60000,2022,2022,12
Poc. компания < 10/стартап,Другое,103,Москва и МО,4530,Менеджер по продажам,50000,150000,2022,2022,12
НИИ/Университет,Генная инженерия/Молбиол и др,62,Москва и МО,4528,Лабораторный менеджер,35000,50000,2022,2022,12
НИИ/Университет,Медицина,NA,Москва и МО,4527,Молекулярный биолог,80000,120000,2022,2022,12
НИИ/Университет,Фармакология,104,Москва и МО,4516,Аналитик данных,60000,100000,2022,2022,12
НИИ/Университет,Медицина,105,Москва и МО,4611,Научный сотрудник,100000,100000,2022,2023,1
НИИ/Университет,Фармакология,3,Санкт-Петербург,4610,Научный сотрудник,200000,200000,2022,2023,1
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,74,Москва и МО,4609,Лаборант,40000,80000,2022,2023,1
НИИ/Университет,Генная инженерия/Молбиол и др,106,Москва и МО,4608,Лабораторный менеджер,45000,55000,2022,2023,1
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4607,Лаборант,60000,80000,2022,2023,1
Рос. компания > 100,Фармакология,97,Другие города,4604,Руководитель группы/отдела/лаборатории,220000,220000,2022,2023,1
Рос. компания > 100,Агрономия и пищевая промышленность,6,Москва и МО,4603,Биоинформатик,130000,130000,2022,2023,1
Poc. компания 10-100,Фармакология,107,Москва и МО,4602,Менеджер проектов/продукта,147900,217500,2022,2023,1
НИИ/Университет,Медицина,60,Москва и МО,4601,Научный сотрудник,100000,100000,2022,2023,1
НИИ/Университет,Медицина,60,Москва и МО,4600,Научный сотрудник,70000,80000,2022,2023,1
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4598,Биотехнолог,80000,120000,2022,2023,1
НИИ/Университет,Генная инженерия/Молбиол и др,108,Москва и МО,4593,Молекулярный биолог,50000,60000,2022,2023,1
НИИ/Университет,Медицина,102,Москва и МО,4592,Лаборант,70000,100000,2022,2023,1
НИИ/Университет,Медицина,31,Санкт-Петербург,4591,Научный сотрудник,50000,150000,2022,2023,1
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4590,Биоинформатик,70000,90000,2022,2023,1
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,74,Москва и МО,4587,Молекулярный биолог,80000,120000,2022,2023,1
Рос. компания > 100,Фармакология,97,Москва и МО,4585,Научный сотрудник,100000,160000,2022,2023,1
НИИ/Университет,Медицина,82,Москва и МО,4584,Микробиолог,40000,90000,2022,2023,1
НИИ/Университет,Медицина,82,Москва и МО,4583,Микробиолог,60000,90000,2022,2023,1
НИИ/Университет,Биоинформатика,78,Москва и МО,4582,Молекулярный биолог,40000,90000,2022,2023,1
Poc. компания 10-100,Ветеринария,13,Москва и МО,4581,"Администратор, ассистент",40000,60000,2022,2023,1
Poc. компания 10-100,Химия,109,Москва и МО,4580,Биоинформатик,150000,200000,2022,2023,1
Poc. компания 10-100,Химия,109,Москва и МО,4579,Аналитик данных,50000,70000,2022,2023,1
НИИ/Университет,Медицина,19,Москва и МО,4569,Научный сотрудник,40000,80000,2022,2023,1
НИИ/Университет,Медицина,110,Москва и МО,4565,Научный сотрудник,50000,70000,2022,2023,1
Poc. компания 10-100,Химия,64,Москва и МО,4564,Менеджер по продажам,70000,90000,2022,2023,1
Poc. компания 10-100,Химия,64,Москва и МО,4563,Менеджер по продажам,60000,110000,2022,2023,1
Poc. компания 10-100,Химия,64,Москва и МО,4562,Менеджер проектов/продукта,60000,80000,2022,2023,1
Poc. компания 10-100,Химия,64,Москва и МО,4561,Менеджер по продажам,70000,130000,2022,2023,1
Poc. компания 10-100,Химия,64,Москва и МО,4560,Химик,50000,10000,2022,2023,1
Poc. компания 10-100,Химия,64,Москва и МО,4559,Химик,70000,150000,2022,2023,1
Рос. компания > 100,Агрономия и пищевая промышленность,111,Москва и МО,4558,Менеджер по продажам,100000,200000,2022,2023,1
Poc. компания 10-100,Биотехнологии,112,Москва и МО,4556,Лаборант,40000,45000,2022,2023,1
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,74,Москва и МО,4554,Биотехнолог,80000,110000,2022,2023,1
Мед. учреждение,Медицина,2,Москва и МО,4551,Научный сотрудник,40000,75000,2022,2023,1
НИИ/Университет,Медицина,33,Москва и МО,4550,Научный сотрудник,130000,150000,2022,2023,1
НИИ/Университет,Медицина,33,Москва и МО,4549,Научный сотрудник,130000,150000,2022,2023,1
НИИ/Университет,Медицина,113,Москва и МО,4548,Врач,65000,90000,2022,2023,1
НИИ/Университет,Медицина,113,Москва и МО,4546,Научный сотрудник,65000,90000,2022,2023,1
НИИ/Университет,Медицина,41,Москва и МО,4543,Научный сотрудник,50000,90000,2022,2023,1
НИИ/Университет,Медицина,41,Москва и МО,4542,Руководитель группы/отдела/лаборатории,100000,200000,2022,2023,1
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,114,Москва и МО,4632,Научный сотрудник,50000,100000,2022,2023,2
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4625,Молекулярный биолог,150000,200000,2022,2023,2
Poc. компания 10-100,Биотехнологии,115,Москва и МО,4650,Молекулярный биолог,70000,100000,2022,2023,2
Poc. компания 10-100,Другое,116,Другие города,4648,"Администратор, ассистент",30000,60000,2022,2023,2
НИИ/Университет,Генная инженерия/Молбиол и др,95,Другие города,4647,Научный сотрудник,80000,80000,2022,2023,2
НИИ/Университет,Медицина,117,Москва и МО,4645,Научный сотрудник,35000,70000,2022,2023,2
НИИ/Университет,Биоинформатика,NA,Другие города,4643,Руководитель группы/отдела/лаборатории,200000,400000,2022,2023,2
Рос. компания > 100,Агрономия и пищевая промышленность,6,Москва и МО,4640,Биоинформатик,130000,130000,2022,2023,2
НИИ/Университет,Генная инженерия/Молбиол и др,118,Москва и МО,4639,Научный сотрудник,30000,50000,2022,2023,2
НИИ/Университет,Генная инженерия/Молбиол и др,118,Москва и МО,4638,Научный сотрудник,70000,100000,2022,2023,2
НИИ/Университет,Медицина,119,Москва и МО,4636,Лаборант,50000,60000,2022,2023,2
Другое,Другое,120,Москва и МО,4634,Микробиолог,50000,80000,2022,2023,2
Рос. компания > 100,Фармакология,97,Москва и МО,4633,Научный сотрудник,100000,160000,2022,2023,2
НИИ/Университет,Медицина,121,Москва и МО,4631,Научный сотрудник,50000,80000,2022,2023,2
Рос. компания > 100,Фармакология,32,Санкт-Петербург,4624,Научный сотрудник,70000,85000,2022,2023,2
Рос. компания > 100,Агрономия и пищевая промышленность,6,Москва и МО,4623,Биоинформатик,40000,50000,2022,2023,2
НИИ/Университет,Медицина,85,Москва и МО,4622,Аналитик данных,80000,200000,2022,2023,2
НИИ/Университет,Генная инженерия/Молбиол и др,62,Москва и МО,4621,Научный сотрудник,60000,90000,2022,2023,2
НИИ/Университет,Медицина,19,Москва и МО,4620,Научный сотрудник,130000,150000,2022,2023,2
НИИ/Университет,Фармакология,3,Санкт-Петербург,4619,Микробиолог,78000,78000,2022,2023,2
Poc. компания 10-100,Биотехнологии,58,Москва и МО,4618,Химик,80000,90000,2022,2023,2
НИИ/Университет,Медицина,31,Санкт-Петербург,4617,Менеджер по регистрации,50000,100000,2022,2023,2
НИИ/Университет,Медицина,19,Москва и МО,4615,Научный сотрудник,130000,150000,2022,2023,2
НИИ/Университет,Медицина,1,Москва и МО,4614,Научный сотрудник,70000,100000,2022,2023,2
НИИ/Университет,Генная инженерия/Молбиол и др,NA,Москва и МО,4613,Научный сотрудник,100000,150000,2022,2023,2
НИИ/Университет,Медицина,60,Москва и МО,4749,Научный сотрудник,70000,220000,2023,2023,3
Рос. компания > 100,Фармакология,97,Москва и МО,4747,Биотехнолог,65000,70000,2023,2023,3
НИИ/Университет,Медицина,105,Москва и МО,4746,Научный сотрудник,100000,100000,2023,2023,3
Poc. компания 10-100,Другое,122,Москва и МО,4745,Менеджер по регистрации,300000,1000000,2023,2023,3
Рос. компания > 100,Фармакология,32,Санкт-Петербург,4744,Научный сотрудник,50000,90000,2023,2023,3
Мед. учреждение,Медицина,2,Москва и МО,4742,Научный сотрудник,60000,70000,2023,2023,3
НИИ/Университет,Медицина,123,Москва и МО,4741,Биоинформатик,80000,130000,2023,2023,3
НИИ/Университет,Медицина,119,Москва и МО,4740,Лаборант,50000,60000,2023,2023,3
Клиническая лаборатория,Медицина,124,Москва и МО,4739,Молекулярный биолог,130000,140000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4737,Научный сотрудник,85000,150000,2023,2023,3
НИИ/Университет,Медицина,84,Москва и МО,4736,Лаборант,60000,80000,2023,2023,3
НИИ/Университет,Медицина,125,Москва и МО,4735,Лаборант,24000,24000,2023,2023,3
НИИ/Университет,Биоинформатика,20,Москва и МО,4734,Научный сотрудник,110000,150000,2023,2023,3
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,114,Москва и МО,4733,Лаборант,60000,60000,2023,2023,3
НИИ/Университет,Биоинформатика,NA,Москва и МО,4732,Научный сотрудник,110000,150000,2023,2023,3
Poc. компания < 10/стартап,Другое,126,Москва и МО,4726,Микробиолог,190000,200000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,62,Москва и МО,4730,Молекулярный биолог,60000,80000,2023,2023,3
НИИ/Университет,Биоинформатика,21,Москва и МО,4729,Научный сотрудник,70000,70000,2023,2023,3
Poc. компания 10-100,Биотехнологии,115,Москва и МО,4727,Лаборант,60000,80000,2023,2023,3
НИИ/Университет,Медицина,127,Санкт-Петербург,4725,Научный сотрудник,30000,60000,2023,2023,3
Poc. компания 10-100,Биотехнологии,115,Москва и МО,4724,Научный сотрудник,90000,110000,2023,2023,3
НИИ/Университет,Медицина,82,Москва и МО,4722,Молекулярный биолог,50000,90000,2023,2023,3
НИИ/Университет,Медицина,123,Москва и МО,4721,Лаборант,80000,80000,2023,2023,3
НИИ/Университет,Медицина,123,Москва и МО,4720,Лаборант,90000,90000,2023,2023,3
НИИ/Университет,Медицина,123,Москва и МО,4719,Научный сотрудник,100000,100000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,62,Москва и МО,4717,Лабораторный менеджер,35000,50000,2023,2023,3
НИИ/Университет,Медицина,1,Москва и МО,4716,Биоинформатик,60000,150000,2023,2023,3
Poc. компания 10-100,Биотехнологии,115,Москва и МО,4715,Молекулярный биолог,70000,100000,2023,2023,3
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,114,Москва и МО,4714,Научный сотрудник,50000,100000,2023,2023,3
Рос. компания > 100,Агрономия и пищевая промышленность,111,Москва и МО,4713,Менеджер по продажам,100000,200000,2023,2023,3
НИИ/Университет,Медицина,128,Москва и МО,4712,Научный сотрудник,50000,90000,2023,2023,3
Рос. компания > 100,Биотехнологии,129,Другие города,4711,Биотехнолог,130000,130000,2023,2023,3
Poc. компания 10-100,Химия,109,Москва и МО,4710,Менеджер по продажам,80000,12000,2023,2023,3
Poc. компания 10-100,Химия,64,Москва и МО,4707,Менеджер по продажам,70000,130000,2023,2023,3
Poc. компания 10-100,Химия,64,Москва и МО,4706,Менеджер проектов/продукта,60000,80000,2023,2023,3
Poc. компания 10-100,Химия,64,Москва и МО,4705,Менеджер по продажам,70000,90000,2023,2023,3
Poc. компания 10-100,Биотехнологии,115,Москва и МО,4704,Лаборант,50000,80000,2023,2023,3
НИИ/Университет,Медицина,84,Москва и МО,4703,Молекулярный биолог,80000,100000,2023,2023,3
НИИ/Университет,Медицина,31,Санкт-Петербург,4702,Менеджер по регистрации,50000,100000,2023,2023,3
Рос. компания > 100,Биотехнологии,129,Другие города,4701,Биотехнолог,130000,130000,2023,2023,3
НИИ/Университет,Медицина,31,Санкт-Петербург,4700,Научный сотрудник,50000,150000,2023,2023,3
Poc. компания 10-100,Фармакология,107,Москва и МО,4698,Менеджер по регистрации,80000,200000,2023,2023,3
НИИ/Университет,Медицина,130,Другие города,4696,Биотехнолог,60000,90000,2023,2023,3
Рос. компания > 100,Фармакология,97,Москва и МО,4695,Научный сотрудник,100000,160000,2023,2023,3
Poc. компания 10-100,Биотехнологии,58,Москва и МО,4694,Биотехнолог,90000,100000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,7,Москва и МО,4693,Научный сотрудник,80000,120000,2023,2023,3
Poc. компания < 10/стартап,Медицина,131,Москва и МО,4692,Менеджер проектов/продукта,100000,150000,2023,2023,3
НИИ/Университет,Биоинформатика,132,Москва и МО,4690,Лаборант,70000,100000,2023,2023,3
Клиническая лаборатория,Медицина,77,Москва и МО,4689,Молекулярный биолог,95000,130000,2023,2023,3
НИИ/Университет,Медицина,125,Москва и МО,4688,Молекулярный биолог,24000,24000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,106,Москва и МО,4687,Лабораторный менеджер,45000,55000,2023,2023,3
Мед. учреждение,Медицина,2,Москва и МО,4686,Научный сотрудник,80000,120000,2023,2023,3
НИИ/Университет,Биотехнологии,73,Москва и МО,4685,Научный сотрудник,50000,200000,2023,2023,3
НИИ/Университет,Биотехнологии,133,Москва и МО,4684,Научный сотрудник,80000,100000,2023,2023,3
НИИ/Университет,Медицина,134,Москва и МО,4683,Научный сотрудник,24000,24000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,62,Москва и МО,4680,Научный сотрудник,60000,90000,2023,2023,3
Poc. компания 10-100,Биотехнологии,58,Москва и МО,4677,Научный сотрудник,80000,90000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4676,Научный сотрудник,80000,120000,2023,2023,3
НИИ/Университет,Медицина,135,Москва и МО,4672,Научный сотрудник,150000,200000,2023,2023,3
НИИ/Университет,Медицина,135,Москва и МО,4671,Научный сотрудник,150000,200000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,NA,Москва и МО,4670,Научный сотрудник,100000,150000,2023,2023,3
Poc. компания 10-100,Биотехнологии,136,Москва и МО,4669,Научный сотрудник,100000,150000,2023,2023,3
Poc. компания 10-100,Химия,109,Москва и МО,4667,Биоинформатик,150000,200000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,NA,Москва и МО,4666,Научный сотрудник,50000,90000,2023,2023,3
НИИ/Университет,Медицина,44,Москва и МО,4665,Научный сотрудник,110000,130000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,81,Москва и МО,4664,Лаборант,60000,80000,2023,2023,3
НИИ/Университет,Биоинформатика,69,Москва и МО,4663,Биоинформатик,150000,280000,2023,2023,3
Рос. компания > 100,Фармакология,137,Москва и МО,4662,Биотехнолог,50000,90000,2023,2023,3
Клиническая лаборатория,Медицина,138,Москва и МО,4660,"Администратор, ассистент",35000,50000,2023,2023,3
Клиническая лаборатория,Медицина,138,Москва и МО,4659,Молекулярный биолог,55000,70000,2023,2023,3
Клиническая лаборатория,Медицина,138,Москва и МО,4658,Биоинформатик,65000,100000,2023,2023,3
НИИ/Университет,Генная инженерия/Молбиол и др,7,Москва и МО,4657,Лабораторный менеджер,70000,100000,2023,2023,3
Клиническая лаборатория,Медицина,138,Москва и МО,4656,Менеджер по продажам,35000,55000,2023,2023,3
НИИ/Университет,Медицина,60,Москва и МО,4655,Научный сотрудник,70000,80000,2023,2023,3
НИИ/Университет,Медицина,60,Москва и МО,4654,Лаборант,50000,55000,2023,2023,3
НИИ/Университет,Медицина,60,Москва и МО,4653,Научный сотрудник,50000,60000,2023,2023,3
НИИ/Университет,Медицина,82,Москва и МО,4817,Научный сотрудник,50000,90000,2023,2023,4
Мед. учреждение,Медицина,2,Москва и МО,4816,Микробиолог,50000,80000,2023,2023,4
Клиническая лаборатория,Медицина,77,Москва и МО,4815,Руководитель группы/отдела/лаборатории,150000,200000,2023,2023,4
Poc. компания 10-100,Химия,64,Москва и МО,4814,Химик,50000,150000,2023,2023,4
Poc. компания 10-100,Химия,64,Москва и МО,4813,Менеджер по продажам,70000,90000,2023,2023,4
Poc. компания 10-100,Биотехнологии,58,Москва и МО,4811,"Администратор, ассистент",120000,140000,2023,2023,4
НИИ/Университет,Медицина,84,Москва и МО,4810,Биотехнолог,100000,150000,2023,2023,4
НИИ/Университет,Медицина,139,Москва и МО,4808,Молекулярный биолог,65000,120000,2023,2023,4
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,114,Москва и МО,4807,Научный сотрудник,50000,100000,2023,2023,4
Poc. компания < 10/стартап,Агрономия и пищевая промышленность,114,Москва и МО,4806,Лабораторный менеджер,60000,60000,2023,2023,4
Другое,Генная инженерия/Молбиол и др,140,Москва и МО,4805,Научный сотрудник,90000,120000,2023,2023,4
Другое,Другое,65,Санкт-Петербург,4804,Биоинформатик,70000,130000,2023,2023,4
НИИ/Университет,Медицина,125,Москва и МО,4803,Научный сотрудник,24000,24000,2023,2023,4
НИИ/Университет,Медицина,1,Москва и МО,4802,Научный сотрудник,80000,110000,2023,2023,4
НИИ/Университет,Медицина,1,Москва и МО,4801,Лабораторный менеджер,70000,90000,2023,2023,4
НИИ/Университет,Генная инженерия/Молбиол и др,141,Москва и МО,4800,Научный сотрудник,70000,80000,2023,2023,4
НИИ/Университет,Биоинформатика,78,Москва и МО,4799,Биоинформатик,150000,250000,2023,2023,4
НИИ/Университет,Медицина,44,Москва и МО,4798,Научный сотрудник,120000,150000,2023,2023,4
НИИ/Университет,Медицина,84,Москва и МО,4797,Лаборант,60000,80000,2023,2023,4
НИИ/Университет,Фармакология,142,Москва и МО,4795,Лаборант,60000,60000,2023,2023,4
Poc. компания 10-100,Биотехнологии,115,Москва и МО,4794,Молекулярный биолог,70000,100000,2023,2023,4
Рос. компания > 100,Фармакология,97,Другие города,4793,Химик,100000,100000,2023,2023,4
Клиническая лаборатория,Медицина,77,Москва и МО,4792,Лаборант,65000,65000,2023,2023,4
Рос. компания > 100,Фармакология,97,Другие города,4791,Руководитель группы/отдела/лаборатории,200000,2000000,2023,2023,4
Poc. компания 10-100,Химия,109,Москва и МО,4790,Менеджер по продажам,80000,12000,2023,2023,4
НИИ/Университет,Медицина,48,Москва и МО,4789,Научный сотрудник,40000,100000,2023,2023,4
НИИ/Университет,Фармакология,3,Санкт-Петербург,4788,Лаборант,60000,60000,2023,2023,4
НИИ/Университет,Фармакология,3,Санкт-Петербург,4787,Химик,65000,68000,2023,2023,4
НИИ/Университет,Фармакология,3,Санкт-Петербург,4786,Химик,75000,85000,2023,2023,4
НИИ/Университет,Биотехнологии,143,Москва и МО,4785,Химик,60000,200000,2023,2023,4
НИИ/Университет,Биотехнологии,143,Москва и МО,4784,Молекулярный биолог,60000,200000,2023,2023,4
НИИ/Университет,Медицина,19,Москва и МО,4782,Лаборант,15000,22000,2023,2023,4
